"freq
References : ['dB(analysis.SP.S(1,1))']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(analysis.SP.S(1,1))
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
1.052 GHz,0.160
1.052 GHz,0.161
1.052 GHz,0.162
1.053 GHz,0.164
1.053 GHz,0.165
1.053 GHz,0.166
1.053 GHz,0.167
1.054 GHz,0.168
1.054 GHz,0.169
1.054 GHz,0.170
1.055 GHz,0.171
1.055 GHz,0.172
1.055 GHz,0.173
1.055 GHz,0.174
1.056 GHz,0.175
1.056 GHz,0.176
1.056 GHz,0.177
1.057 GHz,0.178
1.057 GHz,0.179
1.057 GHz,0.180
1.057 GHz,0.181
1.058 GHz,0.182
1.058 GHz,0.183
1.058 GHz,0.184
1.058 GHz,0.185
1.059 GHz,0.186
1.059 GHz,0.187
1.059 GHz,0.189
1.060 GHz,0.190
1.060 GHz,0.191
1.060 GHz,0.192
1.060 GHz,0.193
1.061 GHz,0.194
1.061 GHz,0.195
1.061 GHz,0.196
1.062 GHz,0.198
1.062 GHz,0.199
1.062 GHz,0.200
1.062 GHz,0.201
1.063 GHz,0.202
1.063 GHz,0.204
1.063 GHz,0.205
1.064 GHz,0.206
1.064 GHz,0.207
1.064 GHz,0.208
1.064 GHz,0.210
1.065 GHz,0.211
1.065 GHz,0.212
1.065 GHz,0.213
1.066 GHz,0.214
1.066 GHz,0.215
1.066 GHz,0.217
1.066 GHz,0.218
1.067 GHz,0.219
1.067 GHz,0.220
1.067 GHz,0.221
1.067 GHz,0.223
1.068 GHz,0.224
1.068 GHz,0.225
1.068 GHz,0.226
1.069 GHz,0.227
1.069 GHz,0.229
1.069 GHz,0.230
1.069 GHz,0.231
1.070 GHz,0.232
1.070 GHz,0.233
1.070 GHz,0.234
1.071 GHz,0.235
1.071 GHz,0.235
1.071 GHz,0.236
1.071 GHz,0.237
1.072 GHz,0.238
1.072 GHz,0.238
1.072 GHz,0.239
1.073 GHz,0.240
1.073 GHz,0.240
1.073 GHz,0.241
1.073 GHz,0.242
1.074 GHz,0.243
1.074 GHz,0.243
1.074 GHz,0.244
1.075 GHz,0.245
1.075 GHz,0.245
1.075 GHz,0.246
1.075 GHz,0.247
1.076 GHz,0.247
1.076 GHz,0.248
1.076 GHz,0.249
1.077 GHz,0.250
1.077 GHz,0.250
1.077 GHz,0.251
1.077 GHz,0.252
1.078 GHz,0.252
1.078 GHz,0.253
1.078 GHz,0.254
1.078 GHz,0.255
1.079 GHz,0.255
1.079 GHz,0.256
1.079 GHz,0.257
1.080 GHz,0.257
1.080 GHz,0.258
1.080 GHz,0.259
1.080 GHz,0.259
1.081 GHz,0.260
1.081 GHz,0.261
1.081 GHz,0.261
1.082 GHz,0.262
1.082 GHz,0.262
1.082 GHz,0.263
1.082 GHz,0.263
1.083 GHz,0.264
1.083 GHz,0.265
1.083 GHz,0.265
1.084 GHz,0.266
1.084 GHz,0.266
1.084 GHz,0.267
1.084 GHz,0.268
1.085 GHz,0.268
1.085 GHz,0.269
1.085 GHz,0.269
1.085 GHz,0.270
1.086 GHz,0.270
1.086 GHz,0.271
1.086 GHz,0.272
1.087 GHz,0.272
1.087 GHz,0.273
1.087 GHz,0.273
1.087 GHz,0.274
1.088 GHz,0.275
1.088 GHz,0.275
1.088 GHz,0.276
1.089 GHz,0.276
1.089 GHz,0.277
1.089 GHz,0.277
1.089 GHz,0.278
1.090 GHz,0.279
1.090 GHz,0.279
1.090 GHz,0.280
1.091 GHz,0.281
1.091 GHz,0.282
1.091 GHz,0.283
1.091 GHz,0.284
1.092 GHz,0.285
1.092 GHz,0.286
1.092 GHz,0.286
1.093 GHz,0.287
1.093 GHz,0.288
1.093 GHz,0.289
1.093 GHz,0.290
1.094 GHz,0.291
1.094 GHz,0.292
1.094 GHz,0.293
1.095 GHz,0.294
1.095 GHz,0.295
1.095 GHz,0.295
1.095 GHz,0.296
1.096 GHz,0.297
1.096 GHz,0.298
1.096 GHz,0.299
1.096 GHz,0.300
1.097 GHz,0.301
1.097 GHz,0.302
1.097 GHz,0.303
1.098 GHz,0.304
1.098 GHz,0.304
1.098 GHz,0.305
1.098 GHz,0.306
1.099 GHz,0.307
1.099 GHz,0.308
1.099 GHz,0.309
1.100 GHz,0.310
1.100 GHz,0.311
1.100 GHz,0.312
1.100 GHz,0.313
1.101 GHz,0.314
1.101 GHz,0.315
1.101 GHz,0.316
1.102 GHz,0.317
1.102 GHz,0.318
1.102 GHz,0.319
1.102 GHz,0.320
1.103 GHz,0.321
1.103 GHz,0.322
1.103 GHz,0.323
1.103 GHz,0.324
1.104 GHz,0.325
1.104 GHz,0.327
1.104 GHz,0.328
1.105 GHz,0.329
1.105 GHz,0.330
1.105 GHz,0.331
1.105 GHz,0.332
1.106 GHz,0.333
1.106 GHz,0.334
1.106 GHz,0.335
1.107 GHz,0.336
1.107 GHz,0.337
1.107 GHz,0.338
1.107 GHz,0.339
1.108 GHz,0.340
1.108 GHz,0.341
1.108 GHz,0.342
1.109 GHz,0.343
1.109 GHz,0.345
1.109 GHz,0.346
1.109 GHz,0.347
1.110 GHz,0.348
1.110 GHz,0.349
1.110 GHz,0.349
1.111 GHz,0.350
1.111 GHz,0.351
1.111 GHz,0.351
1.111 GHz,0.352
1.112 GHz,0.353
1.112 GHz,0.353
1.112 GHz,0.354
1.113 GHz,0.355
1.113 GHz,0.355
1.113 GHz,0.356
1.113 GHz,0.357
1.114 GHz,0.357
1.114 GHz,0.358
1.114 GHz,0.358
1.114 GHz,0.359
1.115 GHz,0.360
1.115 GHz,0.360
1.115 GHz,0.361
1.116 GHz,0.362
1.116 GHz,0.362
1.116 GHz,0.363
1.116 GHz,0.364
1.117 GHz,0.364
1.117 GHz,0.365
1.117 GHz,0.366
1.118 GHz,0.366
1.118 GHz,0.367
1.118 GHz,0.368
1.118 GHz,0.368
1.119 GHz,0.369
1.119 GHz,0.370
1.119 GHz,0.370
1.120 GHz,0.371
1.120 GHz,0.371
1.120 GHz,0.372
1.120 GHz,0.373
1.121 GHz,0.374
1.121 GHz,0.375
1.121 GHz,0.375
1.121 GHz,0.376
1.122 GHz,0.377
1.122 GHz,0.378
1.122 GHz,0.379
1.123 GHz,0.379
1.123 GHz,0.380
1.123 GHz,0.381
1.123 GHz,0.382
1.124 GHz,0.382
1.124 GHz,0.383
1.124 GHz,0.384
1.125 GHz,0.385
1.125 GHz,0.386
1.125 GHz,0.386
1.125 GHz,0.387
1.126 GHz,0.388
1.126 GHz,0.389
1.126 GHz,0.390
1.127 GHz,0.390
1.127 GHz,0.391
1.127 GHz,0.392
1.127 GHz,0.393
1.128 GHz,0.394
1.128 GHz,0.394
1.128 GHz,0.395
1.129 GHz,0.396
1.129 GHz,0.397
1.129 GHz,0.398
1.129 GHz,0.398
1.130 GHz,0.399
1.130 GHz,0.400
1.130 GHz,0.401
1.131 GHz,0.402
1.131 GHz,0.403
1.131 GHz,0.404
1.131 GHz,0.405
1.132 GHz,0.405
1.132 GHz,0.406
1.132 GHz,0.407
1.132 GHz,0.408
1.133 GHz,0.409
1.133 GHz,0.410
1.133 GHz,0.411
1.134 GHz,0.412
1.134 GHz,0.413
1.134 GHz,0.414
1.134 GHz,0.415
1.135 GHz,0.416
1.135 GHz,0.417
1.135 GHz,0.417
1.136 GHz,0.418
1.136 GHz,0.419
1.136 GHz,0.420
1.136 GHz,0.421
1.137 GHz,0.422
1.137 GHz,0.423
1.137 GHz,0.424
1.138 GHz,0.425
1.138 GHz,0.426
1.138 GHz,0.427
1.138 GHz,0.428
1.139 GHz,0.429
1.139 GHz,0.429
1.139 GHz,0.430
1.139 GHz,0.431
1.140 GHz,0.432
1.140 GHz,0.433
1.140 GHz,0.434
1.141 GHz,0.435
1.141 GHz,0.436
1.141 GHz,0.437
1.141 GHz,0.438
1.142 GHz,0.439
1.142 GHz,0.440
1.142 GHz,0.441
1.143 GHz,0.442
1.143 GHz,0.443
1.143 GHz,0.444
1.143 GHz,0.445
1.144 GHz,0.445
1.144 GHz,0.446
1.144 GHz,0.447
1.145 GHz,0.448
1.145 GHz,0.449
1.145 GHz,0.450
1.145 GHz,0.451
1.146 GHz,0.452
1.146 GHz,0.453
1.146 GHz,0.454
1.147 GHz,0.455
1.147 GHz,0.456
1.147 GHz,0.457
1.147 GHz,0.458
1.148 GHz,0.459
1.148 GHz,0.460
1.148 GHz,0.461
1.149 GHz,0.462
1.149 GHz,0.463
1.149 GHz,0.464
1.149 GHz,0.464
1.150 GHz,0.465
1.150 GHz,0.466
1.150 GHz,0.467
1.150 GHz,0.467
1.151 GHz,0.468
1.151 GHz,0.468
1.151 GHz,0.468
1.152 GHz,0.469
1.152 GHz,0.469
1.152 GHz,0.469
1.152 GHz,0.470
1.153 GHz,0.470
1.153 GHz,0.471
1.153 GHz,0.471
1.154 GHz,0.471
1.154 GHz,0.472
1.154 GHz,0.472
1.154 GHz,0.472
1.155 GHz,0.473
1.155 GHz,0.473
1.155 GHz,0.473
1.156 GHz,0.474
1.156 GHz,0.474
1.156 GHz,0.475
1.156 GHz,0.475
1.157 GHz,0.475
1.157 GHz,0.476
1.157 GHz,0.476
1.157 GHz,0.476
1.158 GHz,0.477
1.158 GHz,0.477
1.158 GHz,0.478
1.159 GHz,0.478
1.159 GHz,0.478
1.159 GHz,0.479
1.159 GHz,0.479
1.160 GHz,0.479
1.160 GHz,0.480
1.160 GHz,0.481
1.161 GHz,0.482
1.161 GHz,0.483
1.161 GHz,0.484
1.161 GHz,0.484
1.162 GHz,0.485
1.162 GHz,0.486
1.162 GHz,0.487
1.163 GHz,0.488
1.163 GHz,0.489
1.163 GHz,0.490
1.163 GHz,0.491
1.164 GHz,0.492
1.164 GHz,0.493
1.164 GHz,0.494
1.165 GHz,0.495
1.165 GHz,0.496
1.165 GHz,0.497
1.165 GHz,0.498
1.166 GHz,0.499
1.166 GHz,0.500
1.166 GHz,0.500
1.167 GHz,0.501
1.167 GHz,0.502
1.167 GHz,0.503
1.167 GHz,0.504
1.168 GHz,0.505
1.168 GHz,0.506
1.168 GHz,0.507
1.168 GHz,0.508
1.169 GHz,0.509
1.169 GHz,0.510
1.169 GHz,0.511
1.170 GHz,0.512
1.170 GHz,0.513
1.170 GHz,0.514
1.170 GHz,0.515
1.171 GHz,0.516
1.171 GHz,0.517
1.171 GHz,0.518
1.172 GHz,0.520
1.172 GHz,0.521
1.172 GHz,0.522
1.172 GHz,0.523
1.173 GHz,0.524
1.173 GHz,0.525
1.173 GHz,0.526
1.174 GHz,0.528
1.174 GHz,0.529
1.174 GHz,0.530
1.174 GHz,0.531
1.175 GHz,0.532
1.175 GHz,0.533
1.175 GHz,0.535
1.175 GHz,0.536
1.176 GHz,0.537
1.176 GHz,0.538
1.176 GHz,0.539
1.177 GHz,0.540
1.177 GHz,0.541
1.177 GHz,0.543
1.177 GHz,0.544
1.178 GHz,0.545
1.178 GHz,0.546
1.178 GHz,0.547
1.179 GHz,0.548
1.179 GHz,0.550
1.179 GHz,0.551
1.179 GHz,0.552
1.180 GHz,0.553
1.180 GHz,0.554
1.180 GHz,0.555
1.181 GHz,0.556
1.181 GHz,0.557
1.181 GHz,0.558
1.181 GHz,0.559
1.182 GHz,0.560
1.182 GHz,0.560
1.182 GHz,0.561
1.183 GHz,0.562
1.183 GHz,0.563
1.183 GHz,0.564
1.183 GHz,0.565
1.184 GHz,0.566
1.184 GHz,0.567
1.184 GHz,0.568
1.185 GHz,0.569
1.185 GHz,0.570
1.185 GHz,0.570
1.185 GHz,0.571
1.186 GHz,0.572
1.186 GHz,0.573
1.186 GHz,0.574
1.186 GHz,0.575
1.187 GHz,0.576
1.187 GHz,0.577
1.187 GHz,0.578
1.188 GHz,0.579
1.188 GHz,0.579
1.188 GHz,0.580
1.188 GHz,0.581
1.189 GHz,0.582
1.189 GHz,0.583
1.189 GHz,0.584
1.190 GHz,0.585
1.190 GHz,0.586
1.190 GHz,0.587
1.190 GHz,0.587
1.191 GHz,0.588
1.191 GHz,0.589
1.191 GHz,0.589
1.192 GHz,0.590
1.192 GHz,0.590
1.192 GHz,0.591
1.192 GHz,0.592
1.193 GHz,0.592
1.193 GHz,0.593
1.193 GHz,0.594
1.194 GHz,0.594
1.194 GHz,0.595
1.194 GHz,0.595
1.194 GHz,0.596
1.195 GHz,0.597
1.195 GHz,0.597
1.195 GHz,0.598
1.195 GHz,0.599
1.196 GHz,0.599
1.196 GHz,0.600
1.196 GHz,0.601
1.197 GHz,0.601
1.197 GHz,0.602
1.197 GHz,0.602
1.197 GHz,0.603
1.198 GHz,0.604
1.198 GHz,0.604
1.198 GHz,0.605
1.199 GHz,0.606
1.199 GHz,0.606
1.199 GHz,0.607
1.199 GHz,0.608
1.200 GHz,0.608
1.200 GHz,0.609
1.200 GHz,0.610
1.201 GHz,0.611
1.201 GHz,0.612
1.201 GHz,0.613
1.201 GHz,0.614
1.202 GHz,0.616
1.202 GHz,0.617
1.202 GHz,0.618
1.202 GHz,0.619
1.203 GHz,0.620
1.203 GHz,0.621
1.203 GHz,0.622
1.204 GHz,0.624
1.204 GHz,0.625
1.204 GHz,0.626
1.204 GHz,0.627
1.205 GHz,0.628
1.205 GHz,0.629
1.205 GHz,0.630
1.206 GHz,0.632
1.206 GHz,0.633
1.206 GHz,0.634
1.206 GHz,0.635
1.207 GHz,0.636
1.207 GHz,0.637
1.207 GHz,0.638
1.208 GHz,0.640
1.208 GHz,0.641
1.208 GHz,0.642
1.208 GHz,0.643
1.209 GHz,0.644
1.209 GHz,0.645
1.209 GHz,0.646
1.210 GHz,0.648
1.210 GHz,0.649
1.210 GHz,0.650
1.210 GHz,0.651
1.211 GHz,0.652
1.211 GHz,0.653
1.211 GHz,0.654
1.212 GHz,0.655
1.212 GHz,0.656
1.212 GHz,0.657
1.212 GHz,0.658
1.213 GHz,0.659
1.213 GHz,0.660
1.213 GHz,0.662
1.213 GHz,0.663
1.214 GHz,0.664
1.214 GHz,0.665
1.214 GHz,0.666
1.215 GHz,0.667
1.215 GHz,0.668
1.215 GHz,0.669
1.215 GHz,0.670
1.216 GHz,0.671
1.216 GHz,0.672
1.216 GHz,0.673
1.217 GHz,0.674
1.217 GHz,0.675
1.217 GHz,0.676
1.217 GHz,0.678
1.218 GHz,0.679
1.218 GHz,0.680
1.218 GHz,0.681
1.219 GHz,0.682
1.219 GHz,0.683
1.219 GHz,0.684
1.219 GHz,0.685
1.220 GHz,0.686
1.220 GHz,0.687
1.220 GHz,0.688
1.220 GHz,0.689
1.221 GHz,0.689
1.221 GHz,0.690
1.221 GHz,0.691
1.222 GHz,0.691
1.222 GHz,0.692
1.222 GHz,0.693
1.222 GHz,0.693
1.223 GHz,0.694
1.223 GHz,0.695
1.223 GHz,0.695
1.224 GHz,0.696
1.224 GHz,0.697
1.224 GHz,0.697
1.224 GHz,0.698
1.225 GHz,0.699
1.225 GHz,0.699
1.225 GHz,0.700
1.226 GHz,0.701
1.226 GHz,0.701
1.226 GHz,0.702
1.226 GHz,0.703
1.227 GHz,0.704
1.227 GHz,0.704
1.227 GHz,0.705
1.228 GHz,0.706
1.228 GHz,0.706
1.228 GHz,0.707
1.228 GHz,0.708
1.229 GHz,0.708
1.229 GHz,0.709
1.229 GHz,0.710
1.230 GHz,0.710
1.230 GHz,0.711
1.230 GHz,0.712
1.230 GHz,0.712
1.231 GHz,0.713
1.231 GHz,0.713
1.231 GHz,0.714
1.231 GHz,0.715
1.232 GHz,0.715
1.232 GHz,0.716
1.232 GHz,0.716
1.233 GHz,0.717
1.233 GHz,0.717
1.233 GHz,0.718
1.233 GHz,0.719
1.234 GHz,0.719
1.234 GHz,0.720
1.234 GHz,0.720
1.235 GHz,0.721
1.235 GHz,0.721
1.235 GHz,0.722
1.235 GHz,0.723
1.236 GHz,0.723
1.236 GHz,0.724
1.236 GHz,0.724
1.237 GHz,0.725
1.237 GHz,0.725
1.237 GHz,0.726
1.237 GHz,0.727
1.238 GHz,0.727
1.238 GHz,0.728
1.238 GHz,0.728
1.238 GHz,0.729
1.239 GHz,0.730
1.239 GHz,0.730
1.239 GHz,0.731
1.240 GHz,0.731
1.240 GHz,0.732
1.240 GHz,0.733
1.240 GHz,0.734
1.241 GHz,0.735
1.241 GHz,0.736
1.241 GHz,0.737
1.242 GHz,0.738
1.242 GHz,0.739
1.242 GHz,0.740
1.242 GHz,0.741
1.243 GHz,0.742
1.243 GHz,0.743
1.243 GHz,0.744
1.244 GHz,0.746
1.244 GHz,0.747
1.244 GHz,0.748
1.244 GHz,0.749
1.245 GHz,0.750
1.245 GHz,0.751
1.245 GHz,0.752
1.246 GHz,0.753
1.246 GHz,0.754
1.246 GHz,0.755
1.246 GHz,0.756
1.247 GHz,0.757
1.247 GHz,0.758
1.247 GHz,0.759
1.248 GHz,0.760
1.248 GHz,0.762
1.248 GHz,0.763
1.248 GHz,0.764
1.249 GHz,0.765
1.249 GHz,0.766
1.249 GHz,0.767
1.249 GHz,0.768
1.250 GHz,0.769
1.250 GHz,0.770
1.250 GHz,0.771
1.251 GHz,0.773
1.251 GHz,0.774
1.251 GHz,0.775
1.251 GHz,0.776
1.252 GHz,0.778
1.252 GHz,0.779
1.252 GHz,0.780
1.253 GHz,0.782
1.253 GHz,0.783
1.253 GHz,0.784
1.253 GHz,0.785
1.254 GHz,0.787
1.254 GHz,0.788
1.254 GHz,0.789
1.255 GHz,0.790
1.255 GHz,0.792
1.255 GHz,0.793
1.255 GHz,0.794
1.256 GHz,0.795
1.256 GHz,0.797
1.256 GHz,0.798
1.256 GHz,0.799
1.257 GHz,0.801
1.257 GHz,0.802
1.257 GHz,0.803
1.258 GHz,0.804
1.258 GHz,0.806
1.258 GHz,0.807
1.258 GHz,0.808
1.259 GHz,0.810
1.259 GHz,0.811
1.259 GHz,0.812
1.260 GHz,0.813
1.260 GHz,0.815
1.260 GHz,0.815
1.260 GHz,0.816
1.261 GHz,0.816
1.261 GHz,0.816
1.261 GHz,0.816
1.262 GHz,0.817
1.262 GHz,0.817
1.262 GHz,0.817
1.262 GHz,0.818
1.263 GHz,0.818
1.263 GHz,0.818
1.263 GHz,0.818
1.264 GHz,0.819
1.264 GHz,0.819
1.264 GHz,0.819
1.264 GHz,0.820
1.265 GHz,0.820
1.265 GHz,0.820
1.265 GHz,0.820
1.266 GHz,0.821
1.266 GHz,0.821
1.266 GHz,0.821
1.266 GHz,0.822
1.267 GHz,0.822
1.267 GHz,0.822
1.267 GHz,0.822
1.267 GHz,0.823
1.268 GHz,0.823
1.268 GHz,0.823
1.268 GHz,0.824
1.269 GHz,0.824
1.269 GHz,0.824
1.269 GHz,0.824
1.269 GHz,0.825
1.270 GHz,0.825
1.270 GHz,0.825
1.270 GHz,0.826
1.271 GHz,0.827
1.271 GHz,0.828
1.271 GHz,0.829
1.271 GHz,0.830
1.272 GHz,0.831
1.272 GHz,0.832
1.272 GHz,0.833
1.273 GHz,0.834
1.273 GHz,0.835
1.273 GHz,0.836
1.273 GHz,0.837
1.274 GHz,0.838
1.274 GHz,0.839
1.274 GHz,0.840
1.274 GHz,0.841
1.275 GHz,0.842
1.275 GHz,0.843
1.275 GHz,0.844
1.276 GHz,0.845
1.276 GHz,0.846
1.276 GHz,0.847
1.276 GHz,0.848
1.277 GHz,0.849
1.277 GHz,0.850
1.277 GHz,0.851
1.278 GHz,0.852
1.278 GHz,0.853
1.278 GHz,0.854
1.278 GHz,0.855
1.279 GHz,0.856
1.279 GHz,0.857
1.279 GHz,0.858
1.280 GHz,0.859
1.280 GHz,0.860
1.280 GHz,0.861
1.280 GHz,0.862
1.281 GHz,0.863
1.281 GHz,0.865
1.281 GHz,0.866
1.282 GHz,0.867
1.282 GHz,0.869
1.282 GHz,0.870
1.282 GHz,0.871
1.283 GHz,0.872
1.283 GHz,0.874
1.283 GHz,0.875
1.284 GHz,0.876
1.284 GHz,0.878
1.284 GHz,0.879
1.284 GHz,0.880
1.285 GHz,0.882
1.285 GHz,0.883
1.285 GHz,0.884
1.285 GHz,0.885
1.286 GHz,0.887
1.286 GHz,0.888
1.286 GHz,0.889
1.287 GHz,0.891
1.287 GHz,0.892
1.287 GHz,0.893
1.287 GHz,0.895
1.288 GHz,0.896
1.288 GHz,0.897
1.288 GHz,0.899
1.289 GHz,0.900
1.289 GHz,0.901
1.289 GHz,0.902
1.289 GHz,0.904
1.290 GHz,0.905
1.290 GHz,0.906
1.290 GHz,0.907
1.291 GHz,0.908
1.291 GHz,0.909
1.291 GHz,0.910
1.291 GHz,0.911
1.292 GHz,0.912
1.292 GHz,0.913
1.292 GHz,0.913
1.292 GHz,0.914
1.293 GHz,0.915
1.293 GHz,0.916
1.293 GHz,0.917
1.294 GHz,0.918
1.294 GHz,0.919
1.294 GHz,0.920
1.294 GHz,0.921
1.295 GHz,0.921
1.295 GHz,0.922
1.295 GHz,0.923
1.296 GHz,0.924
1.296 GHz,0.925
1.296 GHz,0.926
1.296 GHz,0.927
1.297 GHz,0.928
1.297 GHz,0.929
1.297 GHz,0.929
1.298 GHz,0.930
1.298 GHz,0.931
1.298 GHz,0.932
1.298 GHz,0.933
1.299 GHz,0.934
1.299 GHz,0.935
1.299 GHz,0.936
1.300 GHz,0.937
1.300 GHz,0.937
1.300 GHz,0.938
1.300 GHz,0.938
1.301 GHz,0.938
1.301 GHz,0.938
1.301 GHz,0.938
1.302 GHz,0.938
1.302 GHz,0.938
1.302 GHz,0.937
1.302 GHz,0.937
1.303 GHz,0.937
1.303 GHz,0.937
1.303 GHz,0.937
1.303 GHz,0.937
1.304 GHz,0.937
1.304 GHz,0.937
1.304 GHz,0.937
1.305 GHz,0.937
1.305 GHz,0.937
1.305 GHz,0.937
1.305 GHz,0.937
1.306 GHz,0.936
1.306 GHz,0.936
1.306 GHz,0.936
1.307 GHz,0.936
1.307 GHz,0.936
1.307 GHz,0.936
1.307 GHz,0.936
1.308 GHz,0.936
1.308 GHz,0.936
1.308 GHz,0.936
1.309 GHz,0.936
1.309 GHz,0.936
1.309 GHz,0.936
1.309 GHz,0.935
1.310 GHz,0.935
1.310 GHz,0.935
1.310 GHz,0.936
1.310 GHz,0.938
1.311 GHz,0.939
1.311 GHz,0.940
1.311 GHz,0.942
1.312 GHz,0.943
1.312 GHz,0.944
1.312 GHz,0.946
1.312 GHz,0.947
1.313 GHz,0.948
1.313 GHz,0.950
1.313 GHz,0.951
1.314 GHz,0.952
1.314 GHz,0.954
1.314 GHz,0.955
1.314 GHz,0.956
1.315 GHz,0.958
1.315 GHz,0.959
1.315 GHz,0.960
1.316 GHz,0.961
1.316 GHz,0.963
1.316 GHz,0.964
1.316 GHz,0.965
1.317 GHz,0.967
1.317 GHz,0.968
1.317 GHz,0.969
1.318 GHz,0.971
1.318 GHz,0.972
1.318 GHz,0.973
1.318 GHz,0.975
1.319 GHz,0.976
1.319 GHz,0.977
1.319 GHz,0.979
1.319 GHz,0.980
1.320 GHz,0.981
1.320 GHz,0.983
1.320 GHz,0.984
1.321 GHz,0.985
1.321 GHz,0.986
1.321 GHz,0.987
1.321 GHz,0.988
1.322 GHz,0.989
1.322 GHz,0.990
