"freq
References : ['dB(analysis.SP.S(1,1))']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(analysis.SP.S(1,1))
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
1.053 GHz,-9.581
1.054 GHz,-9.579
1.054 GHz,-9.577
1.054 GHz,-9.575
1.055 GHz,-9.574
1.055 GHz,-9.571
1.055 GHz,-9.569
1.055 GHz,-9.567
1.056 GHz,-9.565
1.056 GHz,-9.563
1.056 GHz,-9.561
1.057 GHz,-9.559
1.057 GHz,-9.557
1.057 GHz,-9.555
1.057 GHz,-9.552
1.058 GHz,-9.550
1.058 GHz,-9.548
1.058 GHz,-9.546
1.058 GHz,-9.544
1.059 GHz,-9.542
1.059 GHz,-9.540
1.059 GHz,-9.538
1.060 GHz,-9.536
1.060 GHz,-9.534
1.060 GHz,-9.532
1.060 GHz,-9.530
1.061 GHz,-9.528
1.061 GHz,-9.526
1.061 GHz,-9.524
1.062 GHz,-9.522
1.062 GHz,-9.520
1.062 GHz,-9.518
1.062 GHz,-9.516
1.063 GHz,-9.514
1.063 GHz,-9.512
1.063 GHz,-9.510
1.064 GHz,-9.508
1.064 GHz,-9.506
1.064 GHz,-9.504
1.064 GHz,-9.502
1.065 GHz,-9.500
1.065 GHz,-9.498
1.065 GHz,-9.496
1.066 GHz,-9.494
1.066 GHz,-9.492
1.066 GHz,-9.490
1.066 GHz,-9.488
1.067 GHz,-9.486
1.067 GHz,-9.484
1.067 GHz,-9.482
1.067 GHz,-9.480
1.068 GHz,-9.478
1.068 GHz,-9.477
1.068 GHz,-9.475
1.069 GHz,-9.473
1.069 GHz,-9.471
1.069 GHz,-9.470
1.069 GHz,-9.468
1.070 GHz,-9.467
1.070 GHz,-9.465
1.070 GHz,-9.464
1.071 GHz,-9.462
1.071 GHz,-9.461
1.071 GHz,-9.460
1.071 GHz,-9.458
1.072 GHz,-9.457
1.072 GHz,-9.456
1.072 GHz,-9.455
1.073 GHz,-9.454
1.073 GHz,-9.453
1.073 GHz,-9.451
1.073 GHz,-9.450
1.074 GHz,-9.449
1.074 GHz,-9.448
1.074 GHz,-9.447
1.075 GHz,-9.446
1.075 GHz,-9.446
1.075 GHz,-9.445
1.075 GHz,-9.444
1.076 GHz,-9.443
1.076 GHz,-9.442
1.076 GHz,-9.441
1.077 GHz,-9.440
1.077 GHz,-9.439
1.077 GHz,-9.439
1.077 GHz,-9.438
1.078 GHz,-9.437
1.078 GHz,-9.436
1.078 GHz,-9.435
1.078 GHz,-9.434
1.079 GHz,-9.433
1.079 GHz,-9.433
1.079 GHz,-9.432
1.080 GHz,-9.431
1.080 GHz,-9.430
1.080 GHz,-9.429
1.080 GHz,-9.428
1.081 GHz,-9.427
1.081 GHz,-9.426
1.081 GHz,-9.426
1.082 GHz,-9.425
1.082 GHz,-9.424
1.082 GHz,-9.423
1.082 GHz,-9.423
1.083 GHz,-9.422
1.083 GHz,-9.421
1.083 GHz,-9.420
1.084 GHz,-9.420
1.084 GHz,-9.419
1.084 GHz,-9.418
1.084 GHz,-9.418
1.085 GHz,-9.417
1.085 GHz,-9.416
1.085 GHz,-9.415
1.085 GHz,-9.415
1.086 GHz,-9.414
1.086 GHz,-9.413
1.086 GHz,-9.412
1.087 GHz,-9.412
1.087 GHz,-9.411
1.087 GHz,-9.410
1.087 GHz,-9.409
1.088 GHz,-9.408
1.088 GHz,-9.407
1.088 GHz,-9.406
1.089 GHz,-9.406
1.089 GHz,-9.405
1.089 GHz,-9.403
1.089 GHz,-9.402
1.090 GHz,-9.401
1.090 GHz,-9.400
1.090 GHz,-9.399
1.091 GHz,-9.398
1.091 GHz,-9.396
1.091 GHz,-9.395
1.091 GHz,-9.394
1.092 GHz,-9.393
1.092 GHz,-9.391
1.092 GHz,-9.390
1.093 GHz,-9.388
1.093 GHz,-9.387
1.093 GHz,-9.386
1.093 GHz,-9.384
1.094 GHz,-9.383
1.094 GHz,-9.381
1.094 GHz,-9.380
1.095 GHz,-9.378
1.095 GHz,-9.376
1.095 GHz,-9.375
1.095 GHz,-9.373
1.096 GHz,-9.372
1.096 GHz,-9.370
1.096 GHz,-9.368
1.096 GHz,-9.367
1.097 GHz,-9.365
1.097 GHz,-9.364
1.097 GHz,-9.362
1.098 GHz,-9.360
1.098 GHz,-9.359
1.098 GHz,-9.357
1.098 GHz,-9.355
1.099 GHz,-9.354
1.099 GHz,-9.352
1.099 GHz,-9.350
1.100 GHz,-9.348
1.100 GHz,-9.347
1.100 GHz,-9.345
1.100 GHz,-9.343
1.101 GHz,-9.342
1.101 GHz,-9.340
1.101 GHz,-9.338
1.102 GHz,-9.336
1.102 GHz,-9.334
1.102 GHz,-9.332
1.102 GHz,-9.330
1.103 GHz,-9.328
1.103 GHz,-9.326
1.103 GHz,-9.324
1.103 GHz,-9.322
1.104 GHz,-9.320
1.104 GHz,-9.318
1.104 GHz,-9.316
1.105 GHz,-9.314
1.105 GHz,-9.312
1.105 GHz,-9.310
1.105 GHz,-9.308
1.106 GHz,-9.306
1.106 GHz,-9.305
1.106 GHz,-9.303
1.107 GHz,-9.301
1.107 GHz,-9.299
1.107 GHz,-9.297
1.107 GHz,-9.295
1.108 GHz,-9.293
1.108 GHz,-9.292
1.108 GHz,-9.290
1.109 GHz,-9.288
1.109 GHz,-9.286
1.109 GHz,-9.285
1.109 GHz,-9.283
1.110 GHz,-9.282
1.110 GHz,-9.280
1.110 GHz,-9.279
1.111 GHz,-9.278
1.111 GHz,-9.277
1.111 GHz,-9.275
1.111 GHz,-9.274
1.112 GHz,-9.273
1.112 GHz,-9.272
1.112 GHz,-9.271
1.113 GHz,-9.270
1.113 GHz,-9.269
1.113 GHz,-9.268
1.113 GHz,-9.267
1.114 GHz,-9.266
1.114 GHz,-9.266
1.114 GHz,-9.265
1.114 GHz,-9.264
1.115 GHz,-9.263
1.115 GHz,-9.262
1.115 GHz,-9.262
1.116 GHz,-9.261
1.116 GHz,-9.260
1.116 GHz,-9.259
1.116 GHz,-9.259
1.117 GHz,-9.258
1.117 GHz,-9.257
1.117 GHz,-9.256
1.118 GHz,-9.255
1.118 GHz,-9.254
1.118 GHz,-9.253
1.118 GHz,-9.253
1.119 GHz,-9.252
1.119 GHz,-9.251
1.119 GHz,-9.249
1.120 GHz,-9.248
1.120 GHz,-9.247
1.120 GHz,-9.246
1.120 GHz,-9.245
1.121 GHz,-9.244
1.121 GHz,-9.242
1.121 GHz,-9.241
1.121 GHz,-9.240
1.122 GHz,-9.238
1.122 GHz,-9.237
1.122 GHz,-9.236
1.123 GHz,-9.234
1.123 GHz,-9.233
1.123 GHz,-9.232
1.123 GHz,-9.230
1.124 GHz,-9.229
1.124 GHz,-9.227
1.124 GHz,-9.226
1.125 GHz,-9.224
1.125 GHz,-9.223
1.125 GHz,-9.221
1.125 GHz,-9.220
1.126 GHz,-9.218
1.126 GHz,-9.217
1.126 GHz,-9.215
1.127 GHz,-9.214
1.127 GHz,-9.212
1.127 GHz,-9.211
1.127 GHz,-9.209
1.128 GHz,-9.208
1.128 GHz,-9.206
1.128 GHz,-9.205
1.129 GHz,-9.203
1.129 GHz,-9.202
1.129 GHz,-9.200
1.129 GHz,-9.199
1.130 GHz,-9.197
1.130 GHz,-9.195
1.130 GHz,-9.194
1.131 GHz,-9.192
1.131 GHz,-9.191
1.131 GHz,-9.189
1.131 GHz,-9.188
1.132 GHz,-9.186
1.132 GHz,-9.185
1.132 GHz,-9.183
1.132 GHz,-9.181
1.133 GHz,-9.180
1.133 GHz,-9.178
1.133 GHz,-9.176
1.134 GHz,-9.175
1.134 GHz,-9.173
1.134 GHz,-9.172
1.134 GHz,-9.170
1.135 GHz,-9.168
1.135 GHz,-9.167
1.135 GHz,-9.165
1.136 GHz,-9.163
1.136 GHz,-9.162
1.136 GHz,-9.160
1.136 GHz,-9.158
1.137 GHz,-9.157
1.137 GHz,-9.155
1.137 GHz,-9.153
1.138 GHz,-9.152
1.138 GHz,-9.150
1.138 GHz,-9.148
1.138 GHz,-9.147
1.139 GHz,-9.145
1.139 GHz,-9.143
1.139 GHz,-9.142
1.139 GHz,-9.140
1.140 GHz,-9.138
1.140 GHz,-9.137
1.140 GHz,-9.135
1.141 GHz,-9.133
1.141 GHz,-9.132
1.141 GHz,-9.130
1.141 GHz,-9.128
1.142 GHz,-9.126
1.142 GHz,-9.125
1.142 GHz,-9.123
1.143 GHz,-9.121
1.143 GHz,-9.119
1.143 GHz,-9.117
1.143 GHz,-9.115
1.144 GHz,-9.114
1.144 GHz,-9.112
1.144 GHz,-9.110
1.145 GHz,-9.108
1.145 GHz,-9.106
1.145 GHz,-9.105
1.145 GHz,-9.103
1.146 GHz,-9.101
1.146 GHz,-9.099
1.146 GHz,-9.098
1.147 GHz,-9.096
1.147 GHz,-9.094
1.147 GHz,-9.093
1.147 GHz,-9.091
1.148 GHz,-9.090
1.148 GHz,-9.088
1.148 GHz,-9.087
1.149 GHz,-9.085
1.149 GHz,-9.084
1.149 GHz,-9.083
1.149 GHz,-9.081
1.150 GHz,-9.080
1.150 GHz,-9.079
1.150 GHz,-9.078
1.150 GHz,-9.077
1.151 GHz,-9.076
1.151 GHz,-9.076
1.151 GHz,-9.075
1.152 GHz,-9.074
1.152 GHz,-9.074
1.152 GHz,-9.073
1.152 GHz,-9.073
1.153 GHz,-9.072
1.153 GHz,-9.072
1.153 GHz,-9.072
1.154 GHz,-9.072
1.154 GHz,-9.071
1.154 GHz,-9.071
1.154 GHz,-9.071
1.155 GHz,-9.071
1.155 GHz,-9.071
1.155 GHz,-9.070
1.156 GHz,-9.070
1.156 GHz,-9.070
1.156 GHz,-9.070
1.156 GHz,-9.070
1.157 GHz,-9.069
1.157 GHz,-9.069
1.157 GHz,-9.069
1.157 GHz,-9.068
1.158 GHz,-9.068
1.158 GHz,-9.067
1.158 GHz,-9.067
1.159 GHz,-9.066
1.159 GHz,-9.066
1.159 GHz,-9.065
1.159 GHz,-9.064
1.160 GHz,-9.063
1.160 GHz,-9.062
1.160 GHz,-9.061
1.161 GHz,-9.060
1.161 GHz,-9.059
1.161 GHz,-9.057
1.161 GHz,-9.056
1.162 GHz,-9.055
1.162 GHz,-9.053
1.162 GHz,-9.052
1.163 GHz,-9.050
1.163 GHz,-9.049
1.163 GHz,-9.047
1.163 GHz,-9.046
1.164 GHz,-9.044
1.164 GHz,-9.043
1.164 GHz,-9.041
1.165 GHz,-9.039
1.165 GHz,-9.037
1.165 GHz,-9.036
1.165 GHz,-9.034
1.166 GHz,-9.032
1.166 GHz,-9.030
1.166 GHz,-9.029
1.167 GHz,-9.027
1.167 GHz,-9.025
1.167 GHz,-9.023
1.167 GHz,-9.021
1.168 GHz,-9.019
1.168 GHz,-9.017
1.168 GHz,-9.015
1.168 GHz,-9.014
1.169 GHz,-9.012
1.169 GHz,-9.010
1.169 GHz,-9.008
1.170 GHz,-9.006
1.170 GHz,-9.004
1.170 GHz,-9.002
1.170 GHz,-9.000
1.171 GHz,-8.998
1.171 GHz,-8.997
1.171 GHz,-8.995
1.172 GHz,-8.993
1.172 GHz,-8.990
1.172 GHz,-8.988
1.172 GHz,-8.986
1.173 GHz,-8.984
1.173 GHz,-8.982
1.173 GHz,-8.980
1.174 GHz,-8.978
1.174 GHz,-8.976
1.174 GHz,-8.973
1.174 GHz,-8.971
1.175 GHz,-8.969
1.175 GHz,-8.967
1.175 GHz,-8.965
1.175 GHz,-8.963
1.176 GHz,-8.960
1.176 GHz,-8.958
1.176 GHz,-8.956
1.177 GHz,-8.954
1.177 GHz,-8.952
1.177 GHz,-8.950
1.177 GHz,-8.948
1.178 GHz,-8.946
1.178 GHz,-8.944
1.178 GHz,-8.942
1.179 GHz,-8.940
1.179 GHz,-8.938
1.179 GHz,-8.936
1.179 GHz,-8.934
1.180 GHz,-8.932
1.180 GHz,-8.930
1.180 GHz,-8.929
1.181 GHz,-8.927
1.181 GHz,-8.925
1.181 GHz,-8.923
1.181 GHz,-8.922
1.182 GHz,-8.920
1.182 GHz,-8.918
1.182 GHz,-8.917
1.183 GHz,-8.915
1.183 GHz,-8.914
1.183 GHz,-8.912
1.183 GHz,-8.911
1.184 GHz,-8.909
1.184 GHz,-8.907
1.184 GHz,-8.906
1.185 GHz,-8.904
1.185 GHz,-8.903
1.185 GHz,-8.901
1.185 GHz,-8.900
1.186 GHz,-8.899
1.186 GHz,-8.897
1.186 GHz,-8.896
1.186 GHz,-8.894
1.187 GHz,-8.893
1.187 GHz,-8.892
1.187 GHz,-8.890
1.188 GHz,-8.889
1.188 GHz,-8.888
1.188 GHz,-8.886
1.188 GHz,-8.885
1.189 GHz,-8.884
1.189 GHz,-8.882
1.189 GHz,-8.881
1.190 GHz,-8.880
1.190 GHz,-8.879
1.190 GHz,-8.877
1.190 GHz,-8.876
1.191 GHz,-8.875
1.191 GHz,-8.874
1.191 GHz,-8.873
1.192 GHz,-8.872
1.192 GHz,-8.871
1.192 GHz,-8.870
1.192 GHz,-8.869
1.193 GHz,-8.868
1.193 GHz,-8.868
1.193 GHz,-8.867
1.194 GHz,-8.866
1.194 GHz,-8.865
1.194 GHz,-8.864
1.194 GHz,-8.864
1.195 GHz,-8.863
1.195 GHz,-8.862
1.195 GHz,-8.861
1.195 GHz,-8.860
1.196 GHz,-8.860
1.196 GHz,-8.859
1.196 GHz,-8.858
1.197 GHz,-8.857
1.197 GHz,-8.856
1.197 GHz,-8.855
1.197 GHz,-8.854
1.198 GHz,-8.853
1.198 GHz,-8.852
1.198 GHz,-8.851
1.199 GHz,-8.850
1.199 GHz,-8.849
1.199 GHz,-8.848
1.199 GHz,-8.846
1.200 GHz,-8.845
1.200 GHz,-8.843
1.200 GHz,-8.842
1.201 GHz,-8.840
1.201 GHz,-8.839
1.201 GHz,-8.837
1.201 GHz,-8.836
1.202 GHz,-8.834
1.202 GHz,-8.832
1.202 GHz,-8.830
1.202 GHz,-8.828
1.203 GHz,-8.826
1.203 GHz,-8.824
1.203 GHz,-8.822
1.204 GHz,-8.820
1.204 GHz,-8.818
1.204 GHz,-8.816
1.204 GHz,-8.814
1.205 GHz,-8.812
1.205 GHz,-8.810
1.205 GHz,-8.808
1.206 GHz,-8.806
1.206 GHz,-8.804
1.206 GHz,-8.802
1.206 GHz,-8.800
1.207 GHz,-8.798
1.207 GHz,-8.796
1.207 GHz,-8.793
1.208 GHz,-8.791
1.208 GHz,-8.789
1.208 GHz,-8.787
1.208 GHz,-8.785
1.209 GHz,-8.783
1.209 GHz,-8.781
1.209 GHz,-8.779
1.210 GHz,-8.777
1.210 GHz,-8.776
1.210 GHz,-8.774
1.210 GHz,-8.772
1.211 GHz,-8.770
1.211 GHz,-8.768
1.211 GHz,-8.766
1.212 GHz,-8.764
1.212 GHz,-8.763
1.212 GHz,-8.761
1.212 GHz,-8.759
1.213 GHz,-8.757
1.213 GHz,-8.755
1.213 GHz,-8.753
1.213 GHz,-8.751
1.214 GHz,-8.750
1.214 GHz,-8.748
1.214 GHz,-8.746
1.215 GHz,-8.744
1.215 GHz,-8.742
1.215 GHz,-8.740
1.215 GHz,-8.739
1.216 GHz,-8.737
1.216 GHz,-8.735
1.216 GHz,-8.733
1.217 GHz,-8.732
1.217 GHz,-8.730
1.217 GHz,-8.728
1.217 GHz,-8.727
1.218 GHz,-8.725
1.218 GHz,-8.723
1.218 GHz,-8.722
1.219 GHz,-8.720
1.219 GHz,-8.719
1.219 GHz,-8.717
1.219 GHz,-8.716
1.220 GHz,-8.714
1.220 GHz,-8.713
1.220 GHz,-8.712
1.220 GHz,-8.710
1.221 GHz,-8.709
1.221 GHz,-8.708
1.221 GHz,-8.707
1.222 GHz,-8.706
1.222 GHz,-8.705
1.222 GHz,-8.703
1.222 GHz,-8.702
1.223 GHz,-8.701
1.223 GHz,-8.700
1.223 GHz,-8.699
1.224 GHz,-8.698
1.224 GHz,-8.697
1.224 GHz,-8.696
1.224 GHz,-8.696
1.225 GHz,-8.695
1.225 GHz,-8.694
1.225 GHz,-8.693
1.226 GHz,-8.692
1.226 GHz,-8.691
1.226 GHz,-8.690
1.226 GHz,-8.690
1.227 GHz,-8.689
1.227 GHz,-8.688
1.227 GHz,-8.687
1.228 GHz,-8.686
1.228 GHz,-8.685
1.228 GHz,-8.685
1.228 GHz,-8.684
1.229 GHz,-8.683
1.229 GHz,-8.682
1.229 GHz,-8.681
1.230 GHz,-8.681
1.230 GHz,-8.680
1.230 GHz,-8.679
1.230 GHz,-8.678
1.231 GHz,-8.677
1.231 GHz,-8.676
1.231 GHz,-8.676
1.231 GHz,-8.675
1.232 GHz,-8.674
1.232 GHz,-8.673
1.232 GHz,-8.673
1.233 GHz,-8.672
1.233 GHz,-8.671
1.233 GHz,-8.671
1.233 GHz,-8.670
1.234 GHz,-8.670
1.234 GHz,-8.669
1.234 GHz,-8.668
1.235 GHz,-8.668
1.235 GHz,-8.667
1.235 GHz,-8.666
1.235 GHz,-8.666
1.236 GHz,-8.665
1.236 GHz,-8.664
1.236 GHz,-8.664
1.237 GHz,-8.663
1.237 GHz,-8.662
1.237 GHz,-8.661
1.237 GHz,-8.661
1.238 GHz,-8.660
1.238 GHz,-8.659
1.238 GHz,-8.658
1.238 GHz,-8.657
1.239 GHz,-8.656
1.239 GHz,-8.655
1.239 GHz,-8.654
1.240 GHz,-8.653
1.240 GHz,-8.652
1.240 GHz,-8.650
1.240 GHz,-8.649
1.241 GHz,-8.648
1.241 GHz,-8.647
1.241 GHz,-8.645
1.242 GHz,-8.644
1.242 GHz,-8.642
1.242 GHz,-8.641
1.242 GHz,-8.639
1.243 GHz,-8.638
1.243 GHz,-8.636
1.243 GHz,-8.635
1.244 GHz,-8.633
1.244 GHz,-8.632
1.244 GHz,-8.630
1.244 GHz,-8.628
1.245 GHz,-8.627
1.245 GHz,-8.625
1.245 GHz,-8.623
1.246 GHz,-8.622
1.246 GHz,-8.620
1.246 GHz,-8.618
1.246 GHz,-8.616
1.247 GHz,-8.615
1.247 GHz,-8.613
1.247 GHz,-8.611
1.248 GHz,-8.609
1.248 GHz,-8.607
1.248 GHz,-8.606
1.248 GHz,-8.604
1.249 GHz,-8.602
1.249 GHz,-8.600
1.249 GHz,-8.598
1.249 GHz,-8.597
1.250 GHz,-8.595
1.250 GHz,-8.593
1.250 GHz,-8.591
1.251 GHz,-8.589
1.251 GHz,-8.587
1.251 GHz,-8.585
1.251 GHz,-8.583
1.252 GHz,-8.581
1.252 GHz,-8.579
1.252 GHz,-8.577
1.253 GHz,-8.574
1.253 GHz,-8.572
1.253 GHz,-8.570
1.253 GHz,-8.567
1.254 GHz,-8.565
1.254 GHz,-8.563
1.254 GHz,-8.561
1.255 GHz,-8.558
1.255 GHz,-8.556
1.255 GHz,-8.554
1.255 GHz,-8.551
1.256 GHz,-8.549
1.256 GHz,-8.547
1.256 GHz,-8.545
1.256 GHz,-8.543
1.257 GHz,-8.541
1.257 GHz,-8.539
1.257 GHz,-8.537
1.258 GHz,-8.535
1.258 GHz,-8.533
1.258 GHz,-8.532
1.258 GHz,-8.530
1.259 GHz,-8.528
1.259 GHz,-8.527
1.259 GHz,-8.526
1.260 GHz,-8.524
1.260 GHz,-8.523
1.260 GHz,-8.522
1.260 GHz,-8.521
1.261 GHz,-8.520
1.261 GHz,-8.520
1.261 GHz,-8.519
1.262 GHz,-8.519
1.262 GHz,-8.518
1.262 GHz,-8.518
1.262 GHz,-8.518
1.263 GHz,-8.518
1.263 GHz,-8.518
1.263 GHz,-8.518
1.264 GHz,-8.518
1.264 GHz,-8.518
1.264 GHz,-8.518
1.264 GHz,-8.518
1.265 GHz,-8.519
1.265 GHz,-8.519
1.265 GHz,-8.519
1.266 GHz,-8.519
1.266 GHz,-8.520
1.266 GHz,-8.520
1.266 GHz,-8.520
1.267 GHz,-8.520
1.267 GHz,-8.521
1.267 GHz,-8.521
1.267 GHz,-8.521
1.268 GHz,-8.521
1.268 GHz,-8.521
1.268 GHz,-8.521
1.269 GHz,-8.520
1.269 GHz,-8.520
1.269 GHz,-8.520
1.269 GHz,-8.519
1.270 GHz,-8.519
1.270 GHz,-8.518
1.270 GHz,-8.517
1.271 GHz,-8.516
1.271 GHz,-8.515
1.271 GHz,-8.514
1.271 GHz,-8.513
1.272 GHz,-8.512
1.272 GHz,-8.511
1.272 GHz,-8.510
1.273 GHz,-8.509
1.273 GHz,-8.508
1.273 GHz,-8.506
1.273 GHz,-8.505
1.274 GHz,-8.504
1.274 GHz,-8.502
1.274 GHz,-8.501
1.274 GHz,-8.499
1.275 GHz,-8.498
1.275 GHz,-8.496
1.275 GHz,-8.495
1.276 GHz,-8.493
1.276 GHz,-8.492
1.276 GHz,-8.490
1.276 GHz,-8.489
1.277 GHz,-8.487
1.277 GHz,-8.485
1.277 GHz,-8.484
1.278 GHz,-8.482
1.278 GHz,-8.480
1.278 GHz,-8.479
1.278 GHz,-8.477
1.279 GHz,-8.475
1.279 GHz,-8.474
1.279 GHz,-8.472
1.280 GHz,-8.470
1.280 GHz,-8.469
1.280 GHz,-8.467
1.280 GHz,-8.465
1.281 GHz,-8.464
1.281 GHz,-8.462
1.281 GHz,-8.460
1.282 GHz,-8.458
1.282 GHz,-8.456
1.282 GHz,-8.454
1.282 GHz,-8.452
1.283 GHz,-8.450
1.283 GHz,-8.448
1.283 GHz,-8.446
1.284 GHz,-8.444
1.284 GHz,-8.442
1.284 GHz,-8.440
1.284 GHz,-8.438
1.285 GHz,-8.436
1.285 GHz,-8.434
1.285 GHz,-8.432
1.285 GHz,-8.429
1.286 GHz,-8.427
1.286 GHz,-8.425
1.286 GHz,-8.423
1.287 GHz,-8.421
1.287 GHz,-8.419
1.287 GHz,-8.417
1.287 GHz,-8.415
1.288 GHz,-8.413
1.288 GHz,-8.412
1.288 GHz,-8.410
1.289 GHz,-8.408
1.289 GHz,-8.406
1.289 GHz,-8.404
1.289 GHz,-8.403
1.290 GHz,-8.401
1.290 GHz,-8.400
1.290 GHz,-8.398
1.291 GHz,-8.397
1.291 GHz,-8.395
1.291 GHz,-8.393
1.291 GHz,-8.392
1.292 GHz,-8.390
1.292 GHz,-8.389
1.292 GHz,-8.387
1.292 GHz,-8.386
1.293 GHz,-8.385
1.293 GHz,-8.383
1.293 GHz,-8.382
1.294 GHz,-8.380
1.294 GHz,-8.379
1.294 GHz,-8.378
1.294 GHz,-8.376
1.295 GHz,-8.375
1.295 GHz,-8.374
1.295 GHz,-8.372
1.296 GHz,-8.371
1.296 GHz,-8.370
1.296 GHz,-8.369
1.296 GHz,-8.368
1.297 GHz,-8.367
1.297 GHz,-8.366
1.297 GHz,-8.365
